TXYEAR,TXMONTH,Treatment,Cancer_Type,Number,Date_Serial
2008,February,Surgeries,Hematologic,6116,39479
2008,February,Surgeries,Hepatopancreatobiliary,1890,39479
2008,February,Surgeries,Kidney,2663,39479
2008,February,Surgeries,Lung,9027,39479
2008,February,Surgeries,Prostate,9673,39479
2008,February,Surgeries,Skin,6848,39479
2008,February,Surgeries,Soft Tissue,3177,39479
2008,February,Surgeries,Upper Gastrointestinal,2219,39479
2008,March,Chemotherapy,All Other,9038,39508
2008,March,Chemotherapy,Bladder,3267,39508
2008,March,Chemotherapy,Bone,528,39508
2008,March,Chemotherapy,Brain,560,39508
2008,March,Chemotherapy,Breast,9618,39508
2008,March,Chemotherapy,Colorectal,3544,39508
2008,March,Chemotherapy,Eye and Orbit,7717,39508
2008,March,Chemotherapy,Gynecologic,8306,39508
2008,March,Chemotherapy,Head and Neck,3641,39508
2008,March,Chemotherapy,Hematologic,2593,39508
2008,March,Chemotherapy,Hepatopancreatobiliary,929,39508
2008,March,Chemotherapy,Kidney,5024,39508
2008,March,Chemotherapy,Lung,9679,39508
2008,March,Chemotherapy,Prostate,1023,39508
2008,March,Chemotherapy,Skin,465,39508
2008,March,Chemotherapy,Soft Tissue,4449,39508
2008,March,Chemotherapy,Upper Gastrointestinal,2930,39508
2008,March,Inpatient Days,All Other,7663,39508
2008,March,Inpatient Days,Bladder,421,39508
2008,March,Inpatient Days,Bone,3039,39508
2008,March,Inpatient Days,Brain,8084,39508
2008,March,Inpatient Days,Breast,9953,39508
2008,March,Inpatient Days,Colorectal,2684,39508
2008,March,Inpatient Days,Eye and Orbit,3297,39508
2008,March,Inpatient Days,Gynecologic,8726,39508
2008,March,Inpatient Days,Head and Neck,1496,39508
2008,March,Inpatient Days,Hematologic,2545,39508
2008,March,Inpatient Days,Hepatopancreatobiliary,6316,39508
2008,March,Inpatient Days,Kidney,4151,39508
2008,March,Inpatient Days,Lung,6391,39508
2008,March,Inpatient Days,Prostate,1465,39508
2008,March,Inpatient Days,Skin,8073,39508
2008,March,Inpatient Days,Soft Tissue,7409,39508
2008,March,Inpatient Days,Upper Gastrointestinal,4613,39508
2008,March,Radiation Therapy,All Other,6300,39508
2008,March,Radiation Therapy,Bladder,7965,39508
2008,March,Radiation Therapy,Bone,9340,39508
2008,March,Radiation Therapy,Brain,353,39508
2008,March,Radiation Therapy,Breast,8375,39508
2008,March,Radiation Therapy,Colorectal,739,39508
2008,March,Radiation Therapy,Eye and Orbit,2194,39508
2008,March,Radiation Therapy,Gynecologic,1968,39508
2008,March,Radiation Therapy,Head and Neck,6483,39508
2008,March,Radiation Therapy,Hematologic,1589,39508
2008,March,Radiation Therapy,Hepatopancreatobiliary,8379,39508
2008,March,Radiation Therapy,Kidney,8030,39508
2008,March,Radiation Therapy,Lung,8910,39508
2008,March,Radiation Therapy,Prostate,8363,39508
2008,March,Radiation Therapy,Skin,3455,39508
2008,March,Radiation Therapy,Soft Tissue,2848,39508
2008,March,Radiation Therapy,Upper Gastrointestinal,1933,39508
2008,March,Surgeries,All Other,2675,39508
2008,March,Surgeries,Bladder,2840,39508
2008,March,Surgeries,Bone,9602,39508
2008,March,Surgeries,Brain,9729,39508
2008,March,Surgeries,Breast,9025,39508
2008,March,Surgeries,Colorectal,6631,39508
2008,March,Surgeries,Eye and Orbit,2246,39508
2008,March,Surgeries,Gynecologic,7575,39508
2008,March,Surgeries,Head and Neck,3002,39508
2008,March,Surgeries,Hematologic,6819,39508
2008,March,Surgeries,Hepatopancreatobiliary,3992,39508
2008,March,Surgeries,Kidney,7404,39508
2008,March,Surgeries,Lung,5392,39508
2008,March,Surgeries,Prostate,8967,39508
2008,March,Surgeries,Skin,6456,39508
2008,March,Surgeries,Soft Tissue,4797,39508
2008,March,Surgeries,Upper Gastrointestinal,7354,39508
2008,April,Chemotherapy,All Other,772,39539
2008,April,Chemotherapy,Bladder,445,39539
2008,April,Chemotherapy,Bone,6774,39539
2008,April,Chemotherapy,Brain,3742,39539
2008,April,Chemotherapy,Breast,4551,39539
2008,April,Chemotherapy,Colorectal,7273,39539
2008,April,Chemotherapy,Eye and Orbit,1633,39539
2008,April,Chemotherapy,Gynecologic,8722,39539
2008,April,Chemotherapy,Head and Neck,227,39539
2008,April,Chemotherapy,Hematologic,3389,39539
2008,April,Chemotherapy,Hepatopancreatobiliary,562,39539
2008,April,Chemotherapy,Kidney,8551,39539
2008,April,Chemotherapy,Lung,8560,39539
2008,April,Chemotherapy,Prostate,7282,39539
2008,April,Chemotherapy,Skin,4517,39539
2008,April,Chemotherapy,Soft Tissue,5393,39539
2008,April,Chemotherapy,Upper Gastrointestinal,1337,39539
2008,April,Inpatient Days,All Other,7170,39539
2008,April,Inpatient Days,Bladder,1405,39539
2008,April,Inpatient Days,Bone,9855,39539
2008,April,Inpatient Days,Brain,1304,39539
2008,April,Inpatient Days,Breast,4205,39539
2008,April,Inpatient Days,Colorectal,6671,39539
2008,April,Inpatient Days,Eye and Orbit,5186,39539
2008,April,Inpatient Days,Gynecologic,869,39539
2008,April,Inpatient Days,Head and Neck,4749,39539
2008,April,Inpatient Days,Hematologic,8829,39539
2008,April,Inpatient Days,Hepatopancreatobiliary,944,39539
2008,April,Inpatient Days,Kidney,9766,39539
2008,April,Inpatient Days,Lung,1492,39539
2008,April,Inpatient Days,Prostate,6621,39539
2008,April,Inpatient Days,Skin,7751,39539
2008,April,Inpatient Days,Soft Tissue,5252,39539
2008,April,Inpatient Days,Upper Gastrointestinal,3311,39539
2008,April,Radiation Therapy,All Other,4818,39539
2008,April,Radiation Therapy,Bladder,892,39539
2008,April,Radiation Therapy,Bone,8772,39539
2008,April,Radiation Therapy,Brain,867,39539
2008,April,Radiation Therapy,Breast,4898,39539
2008,April,Radiation Therapy,Colorectal,8606,39539
2008,April,Radiation Therapy,Eye and Orbit,1185,39539
2008,April,Radiation Therapy,Gynecologic,7723,39539
2008,April,Radiation Therapy,Head and Neck,54,39539
2008,April,Radiation Therapy,Hematologic,8495,39539
2008,April,Radiation Therapy,Hepatopancreatobiliary,7315,39539
2008,April,Radiation Therapy,Kidney,5624,39539
2008,April,Radiation Therapy,Lung,9661,39539
2008,April,Radiation Therapy,Prostate,23,39539
2008,April,Radiation Therapy,Skin,1998,39539
2008,April,Radiation Therapy,Soft Tissue,9631,39539
2008,April,Radiation Therapy,Upper Gastrointestinal,4076,39539
2008,April,Surgeries,All Other,5505,39539
2008,April,Surgeries,Bladder,877,39539
2008,April,Surgeries,Bone,6068,39539
2008,April,Surgeries,Brain,3736,39539
2008,April,Surgeries,Breast,7753,39539
2008,April,Surgeries,Colorectal,8431,39539
2008,April,Surgeries,Eye and Orbit,8629,39539
2008,April,Surgeries,Gynecologic,8359,39539
2008,April,Surgeries,Head and Neck,5091,39539
2008,April,Surgeries,Hematologic,9894,39539
2008,April,Surgeries,Hepatopancreatobiliary,8864,39539
2008,April,Surgeries,Kidney,6320,39539
2008,April,Surgeries,Lung,4805,39539
2008,April,Surgeries,Prostate,4747,39539
2008,April,Surgeries,Skin,1865,39539
2008,April,Surgeries,Soft Tissue,897,39539
2008,April,Surgeries,Upper Gastrointestinal,5818,39539
2008,May,Chemotherapy,All Other,632,39569
2008,May,Chemotherapy,Bladder,4451,39569
2008,May,Chemotherapy,Bone,5828,39569
2008,May,Chemotherapy,Brain,1201,39569
2008,May,Chemotherapy,Breast,9036,39569
2008,May,Chemotherapy,Colorectal,1793,39569
2008,May,Chemotherapy,Eye and Orbit,1660,39569
2008,May,Chemotherapy,Gynecologic,750,39569
2008,May,Chemotherapy,Head and Neck,8531,39569
2008,May,Chemotherapy,Hematologic,696,39569
2008,May,Chemotherapy,Hepatopancreatobiliary,3669,39569
2008,May,Chemotherapy,Kidney,7590,39569
2008,May,Chemotherapy,Lung,7025,39569
2008,May,Chemotherapy,Prostate,2364,39569
2008,May,Chemotherapy,Skin,2081,39569
2008,May,Chemotherapy,Soft Tissue,4702,39569
2008,May,Chemotherapy,Upper Gastrointestinal,3828,39569
2008,May,Inpatient Days,All Other,9277,39569
2008,May,Inpatient Days,Bladder,4182,39569
2008,May,Inpatient Days,Bone,8481,39569
2008,May,Inpatient Days,Brain,5592,39569
2008,May,Inpatient Days,Breast,7210,39569
2008,May,Inpatient Days,Colorectal,7245,39569
2008,May,Inpatient Days,Eye and Orbit,8833,39569
2008,May,Inpatient Days,Gynecologic,6728,39569
2008,May,Inpatient Days,Head and Neck,7312,39569
2008,May,Inpatient Days,Hematologic,8665,39569
2008,May,Inpatient Days,Hepatopancreatobiliary,6184,39569
2008,May,Inpatient Days,Kidney,2830,39569
2008,May,Inpatient Days,Lung,4981,39569
2008,May,Inpatient Days,Prostate,8916,39569
2008,May,Inpatient Days,Skin,2624,39569
2008,May,Inpatient Days,Soft Tissue,7131,39569
2008,May,Inpatient Days,Upper Gastrointestinal,6334,39569
2008,May,Radiation Therapy,All Other,3328,39569
2008,May,Radiation Therapy,Bladder,1548,39569
2008,May,Radiation Therapy,Bone,8231,39569
2008,May,Radiation Therapy,Brain,3598,39569
2008,May,Radiation Therapy,Breast,4242,39569
2008,May,Radiation Therapy,Colorectal,3120,39569
2008,May,Radiation Therapy,Eye and Orbit,2786,39569
2008,May,Radiation Therapy,Gynecologic,9984,39569
2008,May,Radiation Therapy,Head and Neck,3240,39569
2008,May,Radiation Therapy,Hematologic,9782,39569
2008,May,Radiation Therapy,Hepatopancreatobiliary,3268,39569
2008,May,Radiation Therapy,Kidney,6376,39569
2008,May,Radiation Therapy,Lung,1999,39569
2008,May,Radiation Therapy,Prostate,7171,39569
2008,May,Radiation Therapy,Skin,2423,39569
2008,May,Radiation Therapy,Soft Tissue,7006,39569
2008,May,Radiation Therapy,Upper Gastrointestinal,7024,39569
2008,May,Surgeries,All Other,8485,39569
2008,May,Surgeries,Bladder,8503,39569
2008,May,Surgeries,Bone,4528,39569
2008,May,Surgeries,Brain,3563,39569
2008,May,Surgeries,Breast,3687,39569
2008,May,Surgeries,Colorectal,3909,39569
2008,May,Surgeries,Eye and Orbit,1284,39569
2008,May,Surgeries,Gynecologic,1055,39569
2008,May,Surgeries,Head and Neck,3912,39569
2008,May,Surgeries,Hematologic,5526,39569
2008,May,Surgeries,Hepatopancreatobiliary,3631,39569
2008,May,Surgeries,Kidney,3227,39569
2008,May,Surgeries,Lung,6810,39569
2008,May,Surgeries,Prostate,5564,39569
2008,May,Surgeries,Skin,3131,39569
2008,May,Surgeries,Soft Tissue,8958,39569
2008,May,Surgeries,Upper Gastrointestinal,8035,39569
2008,June,Chemotherapy,All Other,8742,39600
2008,June,Chemotherapy,Bladder,7655,39600
2008,June,Chemotherapy,Bone,4025,39600
2008,June,Chemotherapy,Brain,4112,39600
2008,June,Chemotherapy,Breast,7798,39600
2008,June,Chemotherapy,Colorectal,7098,39600
2008,June,Chemotherapy,Eye and Orbit,7887,39600
2008,June,Chemotherapy,Gynecologic,7882,39600
2008,June,Chemotherapy,Head and Neck,9583,39600
2008,June,Chemotherapy,Hematologic,6947,39600
2008,June,Chemotherapy,Hepatopancreatobiliary,4060,39600
2008,June,Chemotherapy,Kidney,3722,39600
2008,June,Chemotherapy,Lung,9433,39600
2008,June,Chemotherapy,Prostate,3215,39600
2008,June,Chemotherapy,Skin,2857,39600
2008,June,Chemotherapy,Soft Tissue,8683,39600
2008,June,Chemotherapy,Upper Gastrointestinal,9602,39600
2008,June,Inpatient Days,All Other,7670,39600
2008,June,Inpatient Days,Bladder,1625,39600
2008,June,Inpatient Days,Bone,7438,39600
2008,June,Inpatient Days,Brain,7951,39600
2008,June,Inpatient Days,Breast,6817,39600
2008,June,Inpatient Days,Colorectal,2093,39600
2008,June,Inpatient Days,Eye and Orbit,7605,39600
2008,June,Inpatient Days,Gynecologic,1873,39600
2008,June,Inpatient Days,Head and Neck,7689,39600
2008,June,Inpatient Days,Hematologic,449,39600
2008,June,Inpatient Days,Hepatopancreatobiliary,8398,39600
2008,June,Inpatient Days,Kidney,6640,39600
2008,June,Inpatient Days,Lung,104,39600
2008,June,Inpatient Days,Prostate,2494,39600
2008,June,Inpatient Days,Skin,4041,39600
2008,June,Inpatient Days,Soft Tissue,3776,39600
2008,June,Inpatient Days,Upper Gastrointestinal,2847,39600
2008,June,Radiation Therapy,All Other,9204,39600
2008,June,Radiation Therapy,Bladder,2406,39600
2008,June,Radiation Therapy,Bone,9184,39600
2008,June,Radiation Therapy,Brain,9819,39600
2008,June,Radiation Therapy,Breast,1083,39600
2008,June,Radiation Therapy,Colorectal,1115,39600
2008,June,Radiation Therapy,Eye and Orbit,247,39600
2008,June,Radiation Therapy,Gynecologic,4506,39600
2008,June,Radiation Therapy,Head and Neck,2378,39600
2008,June,Radiation Therapy,Hematologic,7214,39600
2008,June,Radiation Therapy,Hepatopancreatobiliary,340,39600
2008,June,Radiation Therapy,Kidney,9048,39600
2008,June,Radiation Therapy,Lung,564,39600
2008,June,Radiation Therapy,Prostate,1538,39600
2008,June,Radiation Therapy,Skin,2660,39600
2008,June,Radiation Therapy,Soft Tissue,9770,39600
2008,June,Radiation Therapy,Upper Gastrointestinal,7092,39600
2008,June,Surgeries,All Other,4336,39600
2008,June,Surgeries,Bladder,129,39600
2008,June,Surgeries,Bone,7162,39600
2008,June,Surgeries,Brain,4121,39600
2008,June,Surgeries,Breast,7209,39600
2008,June,Surgeries,Colorectal,730,39600
2008,June,Surgeries,Eye and Orbit,6050,39600
2008,June,Surgeries,Gynecologic,225,39600
2008,June,Surgeries,Head and Neck,8855,39600
2008,June,Surgeries,Hematologic,873,39600
2008,June,Surgeries,Hepatopancreatobiliary,1354,39600
2008,June,Surgeries,Kidney,2087,39600
2008,June,Surgeries,Lung,8142,39600
2008,June,Surgeries,Prostate,7634,39600
2008,June,Surgeries,Skin,3233,39600
2008,June,Surgeries,Soft Tissue,9782,39600
2008,June,Surgeries,Upper Gastrointestinal,4182,39600
2008,July,Chemotherapy,All Other,1398,39630
2008,July,Chemotherapy,Bladder,6141,39630
2008,July,Chemotherapy,Bone,8463,39630
2008,July,Chemotherapy,Brain,7342,39630
2008,July,Chemotherapy,Breast,4931,39630
2008,July,Chemotherapy,Colorectal,1429,39630
2008,July,Chemotherapy,Eye and Orbit,6459,39630
2008,July,Chemotherapy,Gynecologic,2355,39630
2008,July,Chemotherapy,Head and Neck,8812,39630
2008,July,Chemotherapy,Hematologic,8025,39630
2008,July,Chemotherapy,Hepatopancreatobiliary,9883,39630
2008,July,Chemotherapy,Kidney,2591,39630
2008,July,Chemotherapy,Lung,3062,39630
2008,July,Chemotherapy,Prostate,9258,39630
2008,July,Chemotherapy,Skin,2412,39630
2008,July,Chemotherapy,Soft Tissue,7516,39630
2008,July,Chemotherapy,Upper Gastrointestinal,1313,39630
2008,July,Inpatient Days,All Other,9372,39630
2008,July,Inpatient Days,Bladder,7157,39630
2008,July,Inpatient Days,Bone,4351,39630
2008,July,Inpatient Days,Brain,2912,39630
2008,July,Inpatient Days,Breast,7310,39630
2008,July,Inpatient Days,Colorectal,6638,39630
2008,July,Inpatient Days,Eye and Orbit,7157,39630
2008,July,Inpatient Days,Gynecologic,4421,39630
2008,July,Inpatient Days,Head and Neck,1069,39630
2008,July,Inpatient Days,Hematologic,5511,39630
2008,July,Inpatient Days,Hepatopancreatobiliary,9776,39630
2008,July,Inpatient Days,Kidney,7492,39630
2008,July,Inpatient Days,Lung,4038,39630
2008,July,Inpatient Days,Prostate,8753,39630
2008,July,Inpatient Days,Skin,8862,39630
2008,July,Inpatient Days,Soft Tissue,185,39630
2008,July,Inpatient Days,Upper Gastrointestinal,8020,39630
2008,July,Radiation Therapy,All Other,1474,39630
2008,July,Radiation Therapy,Bladder,6950,39630
2008,July,Radiation Therapy,Bone,5828,39630
2008,July,Radiation Therapy,Brain,8412,39630
2008,July,Radiation Therapy,Breast,2575,39630
2008,July,Radiation Therapy,Colorectal,9616,39630
2008,July,Radiation Therapy,Eye and Orbit,5905,39630
2008,July,Radiation Therapy,Gynecologic,8933,39630
2008,July,Radiation Therapy,Head and Neck,8027,39630
2008,July,Radiation Therapy,Hematologic,3332,39630
2008,July,Radiation Therapy,Hepatopancreatobiliary,9199,39630
2008,July,Radiation Therapy,Kidney,3843,39630
2008,July,Radiation Therapy,Lung,135,39630
2008,July,Radiation Therapy,Prostate,2014,39630
2008,July,Radiation Therapy,Skin,8893,39630
2008,July,Radiation Therapy,Soft Tissue,2810,39630
2008,July,Radiation Therapy,Upper Gastrointestinal,678,39630
2008,July,Surgeries,All Other,1322,39630
2008,July,Surgeries,Bladder,9323,39630
2008,July,Surgeries,Bone,4892,39630
2008,July,Surgeries,Brain,394,39630
2008,July,Surgeries,Breast,4347,39630
2008,July,Surgeries,Colorectal,8014,39630
2008,July,Surgeries,Eye and Orbit,6068,39630
2008,July,Surgeries,Gynecologic,2459,39630
2008,July,Surgeries,Head and Neck,4236,39630
2008,July,Surgeries,Hematologic,6773,39630
2008,July,Surgeries,Hepatopancreatobiliary,9926,39630
2008,July,Surgeries,Kidney,5398,39630
2008,July,Surgeries,Lung,7697,39630
2008,July,Surgeries,Prostate,2936,39630
2008,July,Surgeries,Skin,9372,39630
2008,July,Surgeries,Soft Tissue,8336,39630
2008,July,Surgeries,Upper Gastrointestinal,3218,39630
2008,August,Chemotherapy,All Other,9593,39661
2008,August,Chemotherapy,Bladder,3553,39661
2008,August,Chemotherapy,Bone,2333,39661
2008,August,Chemotherapy,Brain,5635,39661
2008,August,Chemotherapy,Breast,9707,39661
2008,August,Chemotherapy,Colorectal,487,39661
2008,August,Chemotherapy,Eye and Orbit,5425,39661
2008,August,Chemotherapy,Gynecologic,263,39661
2008,August,Chemotherapy,Head and Neck,6180,39661
2008,August,Chemotherapy,Hematologic,4901,39661
2008,August,Chemotherapy,Hepatopancreatobiliary,102,39661
2008,August,Chemotherapy,Kidney,1365,39661
2008,August,Chemotherapy,Lung,7155,39661
2008,August,Chemotherapy,Prostate,8015,39661
2008,August,Chemotherapy,Skin,487,39661
2008,August,Chemotherapy,Soft Tissue,5783,39661
2008,August,Chemotherapy,Upper Gastrointestinal,8224,39661
2008,August,Inpatient Days,All Other,3562,39661
2008,August,Inpatient Days,Bladder,8181,39661
2008,August,Inpatient Days,Bone,3552,39661
2008,August,Inpatient Days,Brain,8244,39661
2008,August,Inpatient Days,Breast,2420,39661
2008,August,Inpatient Days,Colorectal,9016,39661
2008,August,Inpatient Days,Eye and Orbit,1267,39661
2008,August,Inpatient Days,Gynecologic,2015,39661
2008,August,Inpatient Days,Head and Neck,3017,39661
2008,August,Inpatient Days,Hematologic,6099,39661
2008,August,Inpatient Days,Hepatopancreatobiliary,6464,39661
2008,August,Inpatient Days,Kidney,8658,39661
2008,August,Inpatient Days,Lung,8483,39661
2008,August,Inpatient Days,Prostate,9709,39661
2008,August,Inpatient Days,Skin,7319,39661
2008,August,Inpatient Days,Soft Tissue,8305,39661
2008,August,Inpatient Days,Upper Gastrointestinal,8515,39661
2008,August,Radiation Therapy,All Other,5847,39661
2008,August,Radiation Therapy,Bladder,979,39661
2008,August,Radiation Therapy,Bone,7595,39661
2008,August,Radiation Therapy,Brain,4775,39661
2008,August,Radiation Therapy,Breast,6543,39661
2008,August,Radiation Therapy,Colorectal,8320,39661
2008,August,Radiation Therapy,Eye and Orbit,1823,39661
2008,August,Radiation Therapy,Gynecologic,4588,39661
2008,August,Radiation Therapy,Head and Neck,9661,39661
2008,August,Radiation Therapy,Hematologic,5660,39661
2008,August,Radiation Therapy,Hepatopancreatobiliary,7513,39661
2008,August,Radiation Therapy,Kidney,8357,39661
2008,August,Radiation Therapy,Lung,5908,39661
2008,August,Radiation Therapy,Prostate,9883,39661
2008,August,Radiation Therapy,Skin,7979,39661
2008,August,Radiation Therapy,Soft Tissue,9680,39661
2008,August,Radiation Therapy,Upper Gastrointestinal,7125,39661
2008,August,Surgeries,All Other,7452,39661
2008,August,Surgeries,Bladder,8832,39661
2008,August,Surgeries,Bone,6107,39661
2008,August,Surgeries,Brain,4350,39661
2008,August,Surgeries,Breast,7441,39661
2008,August,Surgeries,Colorectal,5729,39661
2008,August,Surgeries,Eye and Orbit,1686,39661
2008,August,Surgeries,Gynecologic,5100,39661
2008,August,Surgeries,Head and Neck,306,39661
2008,August,Surgeries,Hematologic,4365,39661
2008,August,Surgeries,Hepatopancreatobiliary,2067,39661
2008,August,Surgeries,Kidney,4235,39661
2008,August,Surgeries,Lung,9131,39661
2008,August,Surgeries,Prostate,7721,39661
2008,August,Surgeries,Skin,569,39661
2008,August,Surgeries,Soft Tissue,8390,39661
2008,August,Surgeries,Upper Gastrointestinal,4540,39661
2008,September,Chemotherapy,All Other,7554,39692
2008,September,Chemotherapy,Bladder,2739,39692
2008,September,Chemotherapy,Bone,4219,39692
2008,September,Chemotherapy,Brain,700,39692
2008,September,Chemotherapy,Breast,7371,39692
2008,September,Chemotherapy,Colorectal,3767,39692
2008,September,Chemotherapy,Eye and Orbit,8651,39692
2008,September,Chemotherapy,Gynecologic,7710,39692
2008,September,Chemotherapy,Head and Neck,2660,39692
2008,September,Chemotherapy,Hematologic,5905,39692
2008,September,Chemotherapy,Hepatopancreatobiliary,3080,39692
2008,September,Chemotherapy,Kidney,3726,39692
2008,September,Chemotherapy,Lung,2317,39692
2008,September,Chemotherapy,Prostate,7853,39692
2008,September,Chemotherapy,Skin,290,39692
2008,September,Chemotherapy,Soft Tissue,7735,39692
2008,September,Chemotherapy,Upper Gastrointestinal,2082,39692
2008,September,Inpatient Days,All Other,5945,39692
2008,September,Inpatient Days,Bladder,342,39692
2008,September,Inpatient Days,Bone,9120,39692
2008,September,Inpatient Days,Brain,9851,39692
2008,September,Inpatient Days,Breast,2559,39692
2008,September,Inpatient Days,Colorectal,4549,39692
2008,September,Inpatient Days,Eye and Orbit,4543,39692
2008,September,Inpatient Days,Gynecologic,665,39692
2008,September,Inpatient Days,Head and Neck,9630,39692
2008,September,Inpatient Days,Hematologic,3579,39692
2008,September,Inpatient Days,Hepatopancreatobiliary,630,39692
2008,September,Inpatient Days,Kidney,5227,39692
2008,September,Inpatient Days,Lung,2902,39692
2008,September,Inpatient Days,Prostate,3855,39692
2008,September,Inpatient Days,Skin,6249,39692
2008,September,Inpatient Days,Soft Tissue,3187,39692
2008,September,Inpatient Days,Upper Gastrointestinal,4395,39692
2008,September,Radiation Therapy,All Other,686,39692
2008,September,Radiation Therapy,Bladder,1621,39692
2008,September,Radiation Therapy,Bone,5057,39692
2008,September,Radiation Therapy,Brain,8681,39692
2008,September,Radiation Therapy,Breast,3383,39692
2008,September,Radiation Therapy,Colorectal,7413,39692
2008,September,Radiation Therapy,Eye and Orbit,4145,39692
2008,September,Radiation Therapy,Gynecologic,4436,39692
2008,September,Radiation Therapy,Head and Neck,7589,39692
2008,September,Radiation Therapy,Hematologic,4063,39692
2008,September,Radiation Therapy,Hepatopancreatobiliary,9800,39692
2008,September,Radiation Therapy,Kidney,7928,39692
2008,September,Radiation Therapy,Lung,5407,39692
2008,September,Radiation Therapy,Prostate,9975,39692
2008,September,Radiation Therapy,Skin,8301,39692
2008,September,Radiation Therapy,Soft Tissue,5076,39692
2008,September,Radiation Therapy,Upper Gastrointestinal,7298,39692
2008,September,Surgeries,All Other,3692,39692
2008,September,Surgeries,Bladder,7663,39692
2008,September,Surgeries,Bone,4599,39692
2008,September,Surgeries,Brain,3225,39692
2008,September,Surgeries,Breast,4589,39692
2008,September,Surgeries,Colorectal,9951,39692
2008,September,Surgeries,Eye and Orbit,4448,39692
2008,September,Surgeries,Gynecologic,8545,39692
2008,September,Surgeries,Head and Neck,6923,39692
2008,September,Surgeries,Hematologic,4706,39692
2008,September,Surgeries,Hepatopancreatobiliary,3956,39692
2008,September,Surgeries,Kidney,9847,39692
2008,September,Surgeries,Lung,4211,39692
2008,September,Surgeries,Prostate,6328,39692
2008,September,Surgeries,Skin,6986,39692
2008,September,Surgeries,Soft Tissue,4225,39692
2008,September,Surgeries,Upper Gastrointestinal,6076,39692
2008,October,Chemotherapy,All Other,7545,39722
2008,October,Chemotherapy,Bladder,3192,39722
2008,October,Chemotherapy,Bone,5759,39722
2008,October,Chemotherapy,Brain,509,39722
2008,October,Chemotherapy,Breast,1572,39722
2008,October,Chemotherapy,Colorectal,3006,39722
2008,October,Chemotherapy,Eye and Orbit,4689,39722
2008,October,Chemotherapy,Gynecologic,1434,39722
2008,October,Chemotherapy,Head and Neck,6790,39722
2008,October,Chemotherapy,Hematologic,7099,39722
2008,October,Chemotherapy,Hepatopancreatobiliary,3306,39722
2008,October,Chemotherapy,Kidney,9963,39722
2008,October,Chemotherapy,Lung,2595,39722
2008,October,Chemotherapy,Prostate,1616,39722
2008,October,Chemotherapy,Skin,2238,39722
2008,October,Chemotherapy,Soft Tissue,8463,39722
2008,October,Chemotherapy,Upper Gastrointestinal,1761,39722
2008,October,Inpatient Days,All Other,2134,39722
2008,October,Inpatient Days,Bladder,2650,39722
2008,October,Inpatient Days,Bone,7211,39722
2008,October,Inpatient Days,Brain,5188,39722
2008,October,Inpatient Days,Breast,4494,39722
2008,October,Inpatient Days,Colorectal,5026,39722
2008,October,Inpatient Days,Eye and Orbit,8132,39722
2008,October,Inpatient Days,Gynecologic,7948,39722
2008,October,Inpatient Days,Head and Neck,1612,39722
2008,October,Inpatient Days,Hematologic,4933,39722
2008,October,Inpatient Days,Hepatopancreatobiliary,4286,39722
2008,October,Inpatient Days,Kidney,4355,39722
2008,October,Inpatient Days,Lung,7401,39722
2008,October,Inpatient Days,Prostate,3011,39722
2008,October,Inpatient Days,Skin,9851,39722
2008,October,Inpatient Days,Soft Tissue,7391,39722
2008,October,Inpatient Days,Upper Gastrointestinal,432,39722
2008,October,Radiation Therapy,All Other,5272,39722
2008,October,Radiation Therapy,Bladder,2059,39722
2008,October,Radiation Therapy,Bone,4620,39722
2008,October,Radiation Therapy,Brain,1164,39722
2008,October,Radiation Therapy,Breast,5914,39722
2008,October,Radiation Therapy,Colorectal,534,39722
2008,October,Radiation Therapy,Gynecologic,9627,39722
2008,October,Radiation Therapy,Head and Neck,9577,39722
2008,October,Radiation Therapy,Hematologic,6118,39722
2008,October,Radiation Therapy,Hepatopancreatobiliary,7717,39722
2008,October,Radiation Therapy,Kidney,2104,39722
2008,October,Radiation Therapy,Lung,1442,39722
2008,October,Radiation Therapy,Prostate,3661,39722
2008,October,Radiation Therapy,Skin,2193,39722
2008,October,Radiation Therapy,Soft Tissue,8347,39722
2008,October,Radiation Therapy,Upper Gastrointestinal,5986,39722
2008,October,Surgeries,All Other,39,39722
2008,October,Surgeries,Bladder,282,39722
2008,October,Surgeries,Bone,4515,39722
2008,October,Surgeries,Brain,4064,39722
2008,October,Surgeries,Breast,9855,39722
2008,October,Surgeries,Colorectal,1767,39722
2008,October,Surgeries,Eye and Orbit,6107,39722
2008,October,Surgeries,Gynecologic,1095,39722
2008,October,Surgeries,Head and Neck,7765,39722
2008,October,Surgeries,Hematologic,9277,39722
2008,October,Surgeries,Hepatopancreatobiliary,8484,39722
2008,October,Surgeries,Kidney,7572,39722
2008,October,Surgeries,Lung,1066,39722
2008,October,Surgeries,Prostate,4556,39722
2008,October,Surgeries,Skin,1755,39722
2008,October,Surgeries,Soft Tissue,6726,39722
2008,October,Surgeries,Upper Gastrointestinal,4794,39722
2008,November,Chemotherapy,All Other,2533,39753
2008,November,Chemotherapy,Bladder,2214,39753
2008,November,Chemotherapy,Bone,3043,39753
2008,November,Chemotherapy,Brain,3977,39753
2008,November,Chemotherapy,Breast,5195,39753
2008,November,Chemotherapy,Colorectal,7463,39753
2008,November,Chemotherapy,Eye and Orbit,9717,39753
2008,November,Chemotherapy,Gynecologic,2151,39753
2008,November,Chemotherapy,Head and Neck,7624,39753
